"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 20 11:11:03 GMT 2023","Wed Sep 20 11:11:10 GMT 2023","6368","All Test Suite","C:/Users/csangeeth/IdeaProjects/allure-testng","tests.Example","tests.Example","testGraphQl","testGraphQl",""
