"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 20 10:45:49 GMT 2023","Wed Sep 20 10:45:56 GMT 2023","6359","All Test Suite","C:/Users/csangeeth/IdeaProjects/allure-testng","tests.Example","tests.Example","testGraphQl","testGraphQl",""
